UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,arrest_WEAPON20,arrest_DRUG20,arrest_LIQUOR20,arrest_WEAPON21,arrest_DRUG21,arrest_LIQUOR21,arrest_WEAPON22,arrest_DRUG22,arrest_LIQUOR22,arrest_FILTER20,arrest_FILTER21,arrest_FILTER22,crime_MURD20,crime_NEG_M20,crime_RAPE20,crime_FONDL20,crime_INCES20,crime_STATR20,crime_ROBBE20,crime_AGG_A20,crime_BURGLA20,crime_VEHIC20,crime_ARSON20,crime_MURD21,crime_NEG_M21,crime_RAPE21,crime_FONDL21,crime_INCES21,crime_STATR21,crime_ROBBE21,crime_AGG_A21,crime_BURGLA21,crime_VEHIC21,crime_ARSON21,crime_MURD22,crime_NEG_M22,crime_RAPE22,crime_FONDL22,crime_INCES22,crime_STATR22,crime_ROBBE22,crime_AGG_A22,crime_BURGLA22,crime_VEHIC22,crime_ARSON22,crime_FILTER20,crime_FILTER21,crime_FILTER22,discipline_WEAPON20,discipline_DRUG20,discipline_LIQUOR20,discipline_WEAPON21,discipline_DRUG21,discipline_LIQUOR21,discipline_WEAPON22,discipline_DRUG22,discipline_LIQUOR22,discipline_FILTER20,discipline_FILTER21,discipline_FILTER22,vawa_DOMEST20,vawa_DATING20,vawa_STALK20,vawa_DOMEST21,vawa_DATING21,vawa_STALK21,vawa_DOMEST22,vawa_DATING22,vawa_STALK22,vawa_FILTER20,vawa_FILTER21,vawa_FILTER22
137564016,"Southeastern University",152100,"Central Christian Church","1001 New Beginnings Dr",Henderson,NV,89011,2,"Private nonprofit, 4-year or above",4033,6011,10044,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137564017,"Southeastern University",152100,"Chapelhill Campus","5357 Chapel Hill Rd",Douglasville,GA,30135,2,"Private nonprofit, 4-year or above",4033,6011,10044,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137564018,"Southeastern University",152100,"Ohio Network Campus","8405 Pulsar Place",Columbus,OH,43240,2,"Private nonprofit, 4-year or above",4033,6011,10044,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137564023,"Southeastern University",152100,"Carolina Campus","150 Warren C Coleman Boulevard North",Concord,NC,28027,2,"Private nonprofit, 4-year or above",4033,6011,10044,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137564025,"Southeastern University",152100,"Faith Assembly of God Campus","9307 Curry Ford Road",Orlando,FL,32825,2,"Private nonprofit, 4-year or above",4033,6011,10044,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137564026,"Southeastern University",152100,"Free Chapel (Gainesville) Campus","3001 McEver Road",Gainesville,GA,30504,2,"Private nonprofit, 4-year or above",4033,6011,10044,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137591001,"Bene's Career Academy",3018500,"Main Campus","7027 US HWY 19","NEW PORT RICHEY",FL,34652,9,"Private for-profit, less-than 2-year",52,192,244,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137713001,"Riveroak Technical College",752500,"RIVEROAK Technical College","415 SW PINEWOOD DR","LIVE OAK",FL,32064,4,"Public, 2-year",71,116,187,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137759001,"Tallahassee Community College",153300,"Main Campus","444 APPLEYARD DR",TALLAHASSEE,FL,323042895,1,"Public, 4-year or above",4881,6385,11266,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,2,0,0,1,1,1,1
137759002,"Tallahassee Community College",153300,"Florida Public Safety Institute","75 College Drive",Havana,FL,32333,1,"Public, 4-year or above",4881,6385,11266,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137759003,"Tallahassee Community College",153300,"Ghazvini Center for Healthcare Education","1528 Surgeons Drive",Tallahassee,FL,32308,1,"Public, 4-year or above",4881,6385,11266,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137759008,"Tallahassee Community College",153300,"Wakulla Environmental Institute","170 Preservation Way",Crawfordville,FL,32327,1,"Public, 4-year or above",4881,6385,11266,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137777001,"Talmudic College of Florida",2508900,"Main Campus","4000 ALTON RD","MIAMI BEACH",FL,33140,2,"Private nonprofit, 4-year or above",34,0,34,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
137847001,"The University of Tampa",153800,"Main Campus","401 West Kennedy Blvd.",Tampa,FL,336061490,2,"Private nonprofit, 4-year or above",4399,6167,10566,0,2,0,0,0,0,0,1,0,1,1,1,0,0,2,3,0,0,3,0,14,4,0,0,0,4,1,0,0,0,2,7,1,0,0,0,4,3,0,0,0,2,4,1,0,1,1,1,0,208,686,0,187,767,0,168,601,1,1,1,0,2,2,0,4,5,0,1,1,1,1,1
137962001,"Trinity College of Florida",3028200,"Main Campus","2430 Welbilt Boulevard",Trinity,FL,346554401,2,"Private nonprofit, 4-year or above",97,84,181,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138187002,"Valencia College",675000,"West Campus","1800 S. Kirkman Road",Orlando,FL,32811,1,"Public, 4-year or above",17731,25639,43370,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,2,1,1,1
138187003,"Valencia College",675000,"East Campus","701 N. Econlockhatchee Trail",Orlando,FL,32825,1,"Public, 4-year or above",17731,25639,43370,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138187006,"Valencia College",675000,"Winter Park Campus","850 W. Morse Blvd.","WInter Park",FL,32789,1,"Public, 4-year or above",17731,25639,43370,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138187011,"Valencia College",675000,"Poinciana Campus","3255 Pleasant Hill Road",Kissimmee,FL,34746,1,"Public, 4-year or above",17731,25639,43370,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138309002,"Rasmussen University-Florida",869410,"Rasmussen College - Fort Myers","9160 Forum Corporate Parkway","Fort Myers",FL,339057805,3,"Private for-profit, 4-year or above",1122,7044,8166,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138309004,"Rasmussen University-Florida",869410,"Rasmussen College-Tampa","330 Brandon Town Center Drive",Brandon,FL,33511,3,"Private for-profit, 4-year or above",1122,7044,8166,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138354001,"The University of West Florida",395500,"Main Campus","11000 UNIVERSITY PKWY",Pensacola,FL,325145750,1,"Public, 4-year or above",5135,8386,13521,1,8,0,0,0,1,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,5,1,0,0,0,8,2,0,0,0,0,3,2,0,1,1,1,0,8,26,0,9,11,3,11,24,1,1,1,0,0,0,0,4,0,2,10,5,1,1,1
138354002,"The University of West Florida",395500,"University of West Florida, Ft Walton Beach","1170 Martin Luther King Jr. Blvd","Fort Walton Beach",FL,32547,1,"Public, 4-year or above",5135,8386,13521,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138372001,"Orange Technical College-Westside Campus",2321200,"Orange Technical College- West Campus","955 E STORY RD","WINTER GARDEN",FL,34787,4,"Public, 2-year",986,583,1569,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138488001,"Orange Technical College-East Campus",2504600,"Orange Technical College-East Campus","901 W. WEBSTER AVE.","WINTER PARK",FL,32789,4,"Public, 2-year",1204,928,2132,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1
138558003,"Abraham Baldwin Agricultural College",154100,"Abraham Baldwin Agricultural College / Bainbridge Campus","P.O. Box 990 - 2500 E SHOTWELL ST",BAINBRIDGE,GA,39819,1,"Public, 4-year or above",1459,2188,3647,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138600001,"Agnes Scott College",154200,"Main Campus","141 E COLLEGE AVE",DECATUR,GA,300303797,2,"Private nonprofit, 4-year or above",24,1090,1114,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,3,2,0,3,4,0,3,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
138655001,"Interactive College of Technology-Chamblee",2284300,"Main Campus","5303 NEW PEACHTREE RD",CHAMBLEE,GA,30341,6,"Private for-profit, 2-year",359,184,543,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138664001,"Interactive College of Technology-Morrow",2284308,"Interactive College of Technology","1580 Southlake Parkway  Suite C",MORROW,GA,30260,6,"Private for-profit, 2-year",34,59,93,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138761001,"Andrew College",154500,"Andrew College","501 COLLEGE ST",CUTHBERT,GA,39840,2,"Private nonprofit, 4-year or above",100,147,247,0,0,0,0,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,14,0,1,22,0,1,3,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1
138822001,"Georgia Career Institute",3005400,"Main Campus","900 Flat Shoals Road SE",CONYERS,GA,30094,9,"Private for-profit, less-than 2-year",18,575,593,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138868001,"Point University",154700,"Point University","507 W. 10th Street","West Point",GA,31833,2,"Private nonprofit, 4-year or above",972,1043,2015,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,5,3,1,6,8,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1
138901001,"Atlanta Metropolitan State College",1216500,"Main Campus","1630 METROPOLITAN PKY SW",ATLANTA,GA,303104498,1,"Public, 4-year or above",498,937,1435,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
138929001,"Atlanta's John Marshall Law School",3173300,"Atlanta's John Marshall Law School","245 Peachtree Center Avenue, NE, Suite 1900",Atlanta,GA,30303,3,"Private for-profit, 4-year or above",120,222,342,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139199001,"Brenau University",155600,"Gainesville Main Campus","500 Washington Street S.E.",GAINESVILLE,GA,305013668,2,"Private nonprofit, 4-year or above",350,2354,2704,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,1,0,0,2,1,1,1,0,0,0,0,0,3,0,0,0,1,1,1
139199003,"Brenau University",155600,"Atlanta Campus","3139 Campus Drive, Ste 300",Norcross,GA,30071,2,"Private nonprofit, 4-year or above",350,2354,2704,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139205001,"Brewton-Parker College",155700,"Main Campus  Mt. Vernon Georgia","201 David-Eliza Fountain Circle","Mount Vernon",GA,30445,2,"Private nonprofit, 4-year or above",527,384,911,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,2,5,9,0,3,4,0,9,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139250002,"College of Coastal Georgia",155800,"Camden Center","8001 Lakes Blvd.",Kingsland,GA,31548,1,"Public, 4-year or above",960,2187,3147,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278001,"West Georgia Technical College",1048700,"Carroll Campus","500 Technology Parkway",Carrollton,GA,30116,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278002,"West Georgia Technical College",1048700,"Douglas Campus","4600 Timber Ridge Drive",Douglasville,GA,30135,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278003,"West Georgia Technical College",1048700,"Murphy Campus","176 Murphy Campus Blvd.",Waco,GA,30182,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278004,"West Georgia Technical College",1048700,"LaGrange Campus","1302 Orchard Hill Road",LaGrange,GA,30241,4,"Public, 2-year",2068,4072,6140,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278006,"West Georgia Technical College",1048700,"Greenville Campus","17529 Roosevelt Hwy",Greenville,GA,30222,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278007,"West Georgia Technical College",1048700,"Adamson Square","401 Adamson Square",Carrollton,GA,30117,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278008,"West Georgia Technical College",1048700,"Coweta Campus","200 Campus Drive",Newnan,GA,30263,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139278009,"West Georgia Technical College",1048700,"Franklin Site","13017 Geogia Highway 34 East",Franklin,GA,30217,4,"Public, 2-year",2068,4072,6140,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139311001,"Clayton  State University",897600,"Clayton State University","2000 Clayton State Blvd.",MORROW,GA,302600285,1,"Public, 4-year or above",1806,4041,5847,5,3,0,8,10,1,1,4,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,6,3,0,0,2,3,3,2,0,0,0,2,1,0,0,0,2,5,1,0,1,1,1,1,25,6,4,22,6,1,2,2,1,1,1,1,8,4,0,8,7,1,15,12,1,1,1
139348001,"Columbia Theological Seminary",156000,"Main Campus","701 COLUMBIA DR",DECATUR,GA,30030,2,"Private nonprofit, 4-year or above",60,98,158,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139357001,"Columbus Technical College",562400,"Columbus Technical College","928 Manchester Expressway",Columbus,GA,319046572,4,"Public, 2-year",948,2186,3134,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139366002,"Columbus State University",156100,"RiverPark Campus","901 Front Avenue",Columbus,GA,31901,1,"Public, 4-year or above",2972,4507,7479,0,1,0,0,0,0,0,2,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,5,9,0,17,3,0,16,5,1,1,1,0,2,4,0,3,3,0,0,2,1,1,1
139384001,"Georgia Northwestern Technical College",402400,"Floyd County Campus","ONE MAURICE CULBERSON DR",ROME,GA,30161,4,"Public, 2-year",2303,3838,6141,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139384003,"Georgia Northwestern Technical College",402400,"Polk County","466 Brock Road",Rockmart,GA,30153,4,"Public, 2-year",2303,3838,6141,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139384004,"Georgia Northwestern Technical College",402400,"Walker Campus","265 Bicentennial Trail","Rock Spring",GA,30739,4,"Public, 2-year",2303,3838,6141,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139384005,"Georgia Northwestern Technical College",402400,Whitfield-Murray,"2310 Maddox Chapel Road",Dalton,GA,30721,4,"Public, 2-year",2303,3838,6141,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139463001,"Dalton State College",395600,"Main Campus","650 COLLEGE DRIVE",DALTON,GA,307203797,1,"Public, 4-year or above",1757,2770,4527,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,1,1,1,0,1,1,1,1,1,0,2,0,0,4,0,1,1,1,1,1
139463002,"Dalton State College",395600,"Mountain Campus/Gilmer Center","103 Dalton St",Ellijay,GA,30540,1,"Public, 4-year or above",1757,2770,4527,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139579001,"South University-Savannah",1303900,"South University - Savannah","709 MALL BLVD",SAVANNAH,GA,314064881,3,"Private for-profit, 4-year or above",179,543,722,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139579003,"South University-Savannah",1303900,"South University, Atlanta","6600 Peachtree Dunwoody Road",Atlanta,GA,30328,3,"Private for-profit, 4-year or above",179,543,722,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
139621001,"East Georgia State College",1099700,"Main Campus","131 College Circle",Swainsboro,GA,30401,1,"Public, 4-year or above",839,1034,1873,0,0,0,0,0,0,2,0,3,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,5,3,1,10,11,2,16,0,1,1,1,0,2,0,0,0,0,0,6,1,1,1,1
